data,Qin,P1,T1,T2,RH1,P15
24/03/2019,0.968,0,13.658,14.675,65.417,31.035
25/03/2019,0.952,0,11.646,14.571,53.458,61.605
26/03/2019,1.312,15.8,0.704,2.279,90.458,44.652
27/03/2019,1.192,5.8,2.496,4.639,82.696,25.221
28/03/2019,1.443,0,3.008,5.036,87.647,81.796
29/03/2019,1.565,0,5.229,7.296,80.167,38.087
30/03/2019,1.486,0.2,8.996,10.413,73,52.233
31/03/2019,1.131,0.2,11.325,12.654,72.25,76.829
1/4/2019,1.46,0,11.617,13.191,70.913,52.592
2/4/2019,1.16,0,12.704,13.883,72.208,34.77
3/4/2019,1.311,1,7.792,10.225,63.833,41.751
4/4/2019,4.52,75.8,6.346,8.196,80.583,55.403
5/4/2019,17.421,0.4,4.146,6.125,75.25,24.296
6/4/2019,5.805,0,7.654,8.996,80.545,82.087
7/4/2019,3.575,0.6,6.654,8.238,78.435,69.881
8/4/2019,2.62,0,8.088,9.274,77.5,42.326
9/4/2019,2.092,0,8.963,10,81.167,60.233
10/4/2019,1.789,0.4,9.021,10.208,80.583,76.257
11/4/2019,1.804,3.2,6.992,7.929,93.875,78.23
12/4/2019,1.949,4,5.113,6.146,94.591,50.306
13/04/2019,2.057,2.4,3.204,4.192,93.125,41.969
14/04/2019,2.158,2.6,3.671,4.587,94.955,33.322
15/04/2019,5.698,24.6,5.408,6.333,88.958,15.364
16/04/2019,3.857,0.2,8.879,9.688,77,27.703
17/04/2019,2.823,0.2,10.654,11.488,74,33.879
18/04/2019,2.982,0,10.463,11.571,74.522,34.413
19/04/2019,1.941,0.6,9.654,11.179,75.167,38.279
20/04/2019,1.823,0,11.296,12.567,70.167,24.296
21/04/2019,1.544,0,11.925,12.842,72.583,37.98
22/04/2019,1.383,16.2,9.033,10.392,91.792,32.854
23/04/2019,4.278,30.6,9.671,10.671,93.375,24.618
24/04/2019,10.955,7.2,12.358,14.045,71.409,144.981
25/04/2019,5.751,0,15.825,17.158,82.792,14.01
26/04/2019,4.161,6.4,11.738,13.925,75.542,25.283
27/04/2019,3.23,6,9.958,12.5,61.667,34.639
28/04/2019,4.465,19.8,6.867,8.704,82.273,144.914
29/04/2019,5.307,6.6,3.783,5.263,96.125,66.004
30/04/2019,4.47,0.4,9.071,10.417,80.857,111.253
1/5/2019,3.132,6.6,10.983,12.304,75.348,62.056
2/5/2019,2.623,0,11.596,14.296,66.833,66.121
3/5/2019,3.309,14,8.546,10.517,82.652,74.912
4/5/2019,4.076,0.4,9.433,11.025,91.375,60.915
5/5/2019,9.152,54.6,5.317,7.317,94.542,60.978
6/5/2019,21.157,21.2,2.258,4.15,91.583,54.965
7/5/2019,10.165,0.2,8.771,10.448,73.217,68.233
8/5/2019,7.775,0.4,8.558,10.596,72.409,177.507
9/5/2019,12.316,28.4,9.429,11.608,72.391,79.081
10/5/2019,7.673,0,11.363,13.929,69.958,100.187
11/5/2019,1.96,8,12.479,14.629,75.042,121.483
12/5/2019,4.645,55.2,6.588,8.104,97.667,111.019
13/05/2019,8.243,55.6,5.95,7.283,100,53.856
14/05/2019,3.686,2,5.454,6.996,85.542,35.626
15/05/2019,3.761,6.6,2.158,3.742,97.667,24.246
16/05/2019,2.969,0,6.825,8.775,85.913,37.756
17/05/2019,2.784,7.4,10.963,11.946,88.625,32.254
18/05/2019,3.777,12.4,9.758,11.325,95.75,78.767
19/05/2019,4.028,21,9.017,10.779,97.833,37.987
20/05/2019,3.952,3.8,9.354,12.121,73.708,46.278
21/05/2019,2.941,2,10.654,13.775,69.75,80.426
22/05/2019,3.212,1.4,12.221,14.542,76.708,70.911
23/05/2019,2.686,20.8,12.829,14.604,85.708,68.097
24/05/2019,2.938,7,14.729,16.1,79.75,49.46
25/05/2019,3.082,1.4,14.329,15.908,89.708,53.782
26/05/2019,4.198,34.8,11.342,12.642,100,71.897
27/05/2019,8.308,8.4,10.654,11.946,99.417,65.195
28/05/2019,3.343,15.8,11.163,13.617,90.667,40.519
29/05/2019,4.944,11.2,9.521,11.171,96.875,23.965
30/05/2019,6.062,17.4,8.858,10.596,96.625,32.342
31/05/2019,3.89,0.2,11.383,13.671,77.417,3.077
1/6/2019,3.26,0.2,15.129,17.108,74.458,2.737
2/6/2019,3.229,0.2,18.158,20.042,73.042,31.637
3/6/2019,2.832,0,19.846,20.517,74.708,10.648
4/6/2019,2.555,1.6,20.438,22.058,72.083,4.97
5/6/2019,1.941,0,19.854,22.125,61.792,6.504
6/6/2019,1.887,0,16.746,18.696,63.043,47.876
7/6/2019,1.678,0,18.771,20.625,68.042,8.713
8/6/2019,1.479,0,20.6,22.667,67.125,34.994
9/6/2019,1.405,0,21.583,22.558,81.083,17.556
10/6/2019,1.23,0,23.25,24.208,71.167,10.392
11/6/2019,1.285,0,21.725,23.504,60,9.815
12/6/2019,1.119,0,20.279,22.008,63.875,7.044
13/06/2019,1.262,0,20.726,22.579,59.391,6.421
14/06/2019,1.03,0,22.75,23.946,73.583,30.398
15/06/2019,1.526,0.6,22.192,24.442,62.75,2.627
16/06/2019,1.767,0,21.608,22.988,65.25,1.726
17/06/2019,0.815,0,19.979,21.688,75.583,1.012
18/06/2019,0.785,0.2,20.604,22.263,73.25,14.051
19/06/2019,0.987,0.2,22.446,23.542,67.042,17.645
20/06/2019,0.808,0,21.829,23.888,55.417,5.069
21/06/2019,0.583,0,22.9,24.075,65.333,22.961
22/06/2019,0.942,13.2,18.55,19.908,84.292,37.599
23/06/2019,1.203,0.2,18.713,20.017,80.542,0.508
24/06/2019,0.412,0.2,21.092,22.429,76.083,13.165
25/06/2019,0.565,0.2,22.025,23.75,74,0.94
26/06/2019,0.857,0,23.492,24.804,72.583,0.97
27/06/2019,0.547,0.2,27.825,28.142,67.208,27.223
28/06/2019,0.644,0,26.738,28.192,73.25,1.959
29/06/2019,0.511,0,23.017,24.267,70.5,4.791
30/06/2019,0.35,0,23.383,24.575,64.292,31.15
1/7/2019,0.474,0,25.521,26.563,66.042,117.156
2/7/2019,0.34,0,25.25,26.596,65.542,25.048
3/7/2019,0.27,6.2,22.692,23.921,80.667,36.409
4/7/2019,0.147,0,20.613,22.029,79.583,37.182
5/7/2019,0.277,0.2,23.704,25.538,70.542,38.041
6/7/2019,0.633,0,23.896,26.092,56.958,49.702
7/7/2019,0.135,2,21.158,23.354,65.458,51.274
8/7/2019,1.403,0,22.483,24.746,63.833,30.4
9/7/2019,0.232,3.4,20.888,22.192,77.917,43.621
10/7/2019,0.176,14.4,16.546,17.971,94.625,35.91
11/7/2019,0.201,2,18.508,19.358,78.375,60.057
12/7/2019,0.314,0.4,18.958,20.513,83.125,26.078
13/07/2019,0.123,5,18.658,20.367,83.125,23.756
14/07/2019,0.321,0.2,18.746,20.025,76.917,57.758
15/07/2019,0.266,22.8,13.588,14.758,95.625,17.455
16/07/2019,0.295,0.2,16.2,17.829,75.792,18.598
17/07/2019,0.181,0.2,20.788,21.717,66.708,26.091
18/07/2019,0.175,0.6,20.583,21.413,79.375,4.131
19/07/2019,0.188,0,21.788,22.775,76.792,11.968
20/07/2019,0.175,0.2,23.254,24.704,69.125,23.147
21/07/2019,0.179,0,23.992,25.742,66.208,4.54
22/07/2019,0.117,0,23.733,25.004,70.5,29.131
23/07/2019,0.235,0,24.521,25.446,72.167,34.004
24/07/2019,0.25,0,26.046,27.042,65.792,26.284
25/07/2019,0.327,0,27.896,28.3,67.25,15.457
26/07/2019,0.262,0,26.733,28.592,61.708,20.857
27/07/2019,0.106,16.2,20.342,22.142,75.75,47.875
28/07/2019,1.172,11.8,15.996,17.379,89.125,28.394
29/07/2019,0.274,0,20.888,21.879,69.958,8.366
30/07/2019,0.121,0.4,22.9,24.163,77,15.826
31/07/2019,0.108,0,22.304,24.542,68.292,9.403
1/8/2019,0.147,0,23.738,24.779,67.875,8.101
2/8/2019,0.129,12.6,21.713,23.121,68.542,53.594
3/8/2019,0.161,0.4,20.079,21.121,75.5,7.035
4/8/2019,0.076,0,21.992,23.146,72.708,21.862
5/8/2019,0.133,0.2,23.342,24.838,69.167,23.392
6/8/2019,0.13,0,23.813,26.242,67.375,10.628
7/8/2019,0.132,0,23.825,25.413,57.917,21.624
8/8/2019,0.148,5.6,21.475,23.175,81.333,13.618
9/8/2019,0.3,0.4,23.329,24.825,81.958,2.367
10/8/2019,0.125,0,25.942,28.329,64.458,3.168
11/8/2019,0.106,0,27.971,29.517,65.458,4.359
12/8/2019,0.183,0,27.088,27.638,70.625,14.613
13/08/2019,0.069,0,24.404,26.217,68.042,15.334
14/08/2019,0.103,1.4,18.892,21.283,74.708,7.838
15/08/2019,0.108,0,19.15,20.738,76.042,22.341
16/08/2019,0.167,0,18.717,20.846,75.667,25.965
17/08/2019,0.193,0,21.671,22.696,71.667,64.663
18/08/2019,0.02,0,23.125,25.125,65.125,37.691
19/08/2019,0,0,25.108,26.483,61.125,25.397
20/08/2019,0,0,26.021,27.246,59.333,30.783
21/08/2019,0,0,24.208,26.333,71,80.697
22/08/2019,0,3.6,19.042,20.742,90.875,53.745
23/08/2019,0,0.2,17.771,19.458,91.125,65.315
24/08/2019,0.16,7.2,18.525,19.696,88.458,54.831
25/08/2019,0.355,0.2,19.758,21.346,87.792,64.826
26/08/2019,0.107,0.4,20.117,21.717,87.5,79.04
27/08/2019,0.099,0.2,21.758,23.521,86.042,54.918
28/08/2019,0.078,0.2,21.583,22.646,83.875,99.461
29/08/2019,0.292,9.6,20.596,22.117,83.208,123.411
30/08/2019,0.228,0.2,22.067,23.854,79.583,109.952
31/08/2019,0.119,0.4,21.079,23.25,81.875,125.216
1/9/2019,0.067,0.4,21.292,23.625,78.458,49.058
2/9/2019,0.166,8.6,18.963,20.375,91.958,21.377
3/9/2019,0.111,0.8,15.8,17.363,91.958,98.051
4/9/2019,0.24,0.4,15.888,17.921,78.5,39.982
5/9/2019,0.098,0,18.621,20.108,72.167,186.919
6/9/2019,0.032,0,14.9,16.279,92.583,114.493
7/9/2019,0.2,0.8,14.4,16.029,88.5,78.187
8/9/2019,0.139,0.2,14.1,16.333,83.5,3.876
9/9/2019,0.095,0.2,14.788,17.179,70.458,11.979
10/9/2019,0.06,1,15.758,17.467,81.625,1.258
11/9/2019,0.165,1,15.833,17.929,79.333,2.219
12/9/2019,0.14,0.2,16.854,18.942,77.25,7.583
13/09/2019,0.084,0.4,18.296,19.967,75.333,15.642
14/09/2019,0.063,0.2,18.342,20.463,76.042,35.322
15/09/2019,0.05,0.2,19.021,20.179,79.208,18.003
16/09/2019,0.153,0.2,21.35,22.625,78.625,39.354
17/09/2019,0.077,0,20.971,23.633,67.917,22.842
18/09/2019,0.076,0,19.288,20.942,75.333,73.965
19/09/2019,0.188,14.2,13.525,14.613,100,48.861
20/09/2019,0.102,0.2,10.867,12.742,87.125,32.807
21/09/2019,0.139,0.4,12.563,13.896,82.375,45.053
22/09/2019,0.067,11.2,13.575,13.604,96.542,38.419
23/09/2019,0.389,17.8,14.117,14.158,98.833,25.565
24/09/2019,0.242,0.4,13.479,14.913,91.167,59.581
25/09/2019,0.247,5.8,14.292,16.4,89.083,3.922
26/09/2019,0.193,0,16.658,18.025,85.792,7.431
27/09/2019,0.17,0.4,16.304,18.583,87.5,9.448
28/09/2019,0.185,0,16.188,18.754,85.625,50.674
29/09/2019,0.094,0,15.929,18.283,74.292,115.113
30/09/2019,0.138,0.6,16.463,19.146,66.792,136.638
1/10/2019,0.17,0,17.246,19.783,80.458,59.161
2/10/2019,0.095,9.6,14.15,16.388,88.5,38.407
3/10/2019,0.423,22.6,8.638,10.046,97.042,28.772
4/10/2019,0.475,0.2,10.392,12.238,85.458,15.212
5/10/2019,0.23,2.8,12.646,14.183,89.75,22.563
6/10/2019,0.128,0.2,12.508,14.333,91.583,48.007
7/10/2019,0.488,21.4,10.208,11.675,91.458,26.614
8/10/2019,0.366,0.4,12.058,13.238,87.042,15.398
9/10/2019,0.195,0.2,13.754,16.529,77.042,26.187
10/10/2019,0.068,0.2,13.067,16.346,78.25,19.702
11/10/2019,0.134,0.2,12.938,14.9,88.417,45.973
12/10/2019,0.195,0.2,14.1,14.95,90,67.948
13/10/2019,0.04,0,13.883,15.404,90.667,39.701
14/10/2019,0.071,0.2,15.121,16.454,93.25,56.029
15/10/2019,0.236,28.6,14.392,16.708,85.667,31.614
16/10/2019,0.747,0,11.696,14.1,77.042,43.281
17/10/2019,0.183,0.4,12.85,14.892,84.375,4.068
18/10/2019,0.161,0,13.296,15.975,85.083,9.747
19/10/2019,0.097,0,13.571,15.925,83.25,7.407
20/10/2019,0.061,0,14.483,16.863,83.625,58.865
21/10/2019,0.085,0,17.296,19.621,85.478,126.057
22/10/2019,0.148,0.2,16.738,17.91,92.476,40.317
23/10/2019,0.137,0.2,15.075,15.75,92.708,48.85
24/10/2019,0.071,5.6,14.604,14.933,97.917,81.567
25/10/2019,0.13,0.6,11.988,13.779,95.667,60.015
26/10/2019,0.146,0.4,14.621,15.47,89.783,77.996
27/10/2019,0.024,0.2,17.275,17.255,88.091,48.58
28/10/2019,0.043,0.2,15.921,17.621,86.167,75.689
29/10/2019,0.082,2,13.296,15.467,86.25,35.798
30/10/2019,0.064,2.2,11.558,12.563,98.917,95.842
31/10/2019,0.131,7.4,8.913,9.625,100,83.065
1/11/2019,0.055,1.8,7.35,8.196,99.958,80.193
2/11/2019,0.105,15.4,10.496,12.079,99.917,40.796
3/11/2019,3.893,25.8,11.8,13.554,90.083,104.346
4/11/2019,3.663,3.8,9.954,12.821,67.583,93.216
5/11/2019,10.959,6.4,10.213,12.288,84.792,90.045
6/11/2019,6.916,2.6,6.904,9.138,81.875,117.112
7/11/2019,5.243,0.2,7.475,9.325,91.083,80.348
8/11/2019,12.511,4.4,7.183,8.967,92.583,76.985
9/11/2019,9.54,1.6,5.775,7.558,90.208,107.094
10/11/2019,3.183,0,5.6,7.425,92.208,115.188
11/11/2019,1.838,1.2,6.808,7.488,100,146.677
12/11/2019,3.491,30,6.1,6.958,100,130.902
13/11/2019,10.613,4.4,5.929,7.217,96.917,75.746
14/11/2019,4.121,1,6.167,7.692,94.667,81.29
15/11/2019,16.306,60.4,7.775,9.55,90.458,99.705
16/11/2019,15.18,38.8,6.325,8.121,84.292,74.542
17/11/2019,38.69,44.6,5.813,7.333,91.167,21.661
18/11/2019,11.643,17,6.121,7.767,89.417,24.82
19/11/2019,15.315,8.6,7.379,9.442,93.875,20.951
20/11/2019,8.483,1.4,7.65,9.171,93.083,20.984
21/11/2019,5.299,1.8,6.946,8.75,90.833,55.872
22/11/2019,3.918,0.2,7.425,9.263,91.208,46.242
23/11/2019,2.741,6.4,8.771,11.192,77.333,54.807
24/11/2019,3.843,12.2,8.571,10.658,92.292,69.725
25/11/2019,8.344,10.6,9.079,10.304,97.833,66.518
26/11/2019,6.814,0.4,10.738,12.388,92.667,82.971
27/11/2019,5.247,25.4,8.6,10.75,86.708,53.083
28/11/2019,10.297,22.2,7.8,10.129,68.292,29.454
29/11/2019,12.677,11.6,7.583,9.538,76.375,46.159
30/11/2019,9.34,0.4,8.538,9.054,94,69.969
1/12/2019,5.221,1,7.192,8.267,89.583,41.108
2/12/2019,24.087,74.2,6.788,6.967,97.208,56.175
3/12/2019,17.888,4,2.729,4.267,94.375,36.998
4/12/2019,9.852,0,0.346,2.296,92.5,22.475
5/12/2019,6.286,0.2,1.55,2.392,92.875,51.6
6/12/2019,4.407,0.8,6.85,5.204,96,20.821
7/12/2019,3.62,1.6,7.775,10.163,91.783,19.548
8/12/2019,2.741,0,7.783,9.375,96.375,59.058
9/12/2019,2.438,14.6,6.288,8.154,90.375,17.374
10/12/2019,3.201,0.2,2.867,4.333,95.042,25.188
11/12/2019,2.745,0,0.746,2.208,88.542,64.621
12/12/2019,2.609,2.6,-1.221,-1.046,95.542,53.056
13/12/2019,10.619,38,1.704,2.758,95.625,98.57
14/12/2019,12.32,0.4,6.367,7.983,85.542,41.458
15/12/2019,6.152,0,9.238,11.479,77.542,15.014
16/12/2019,4.29,0,9.314,11.286,93.364,28.548
17/12/2019,4.357,0,10.238,12.292,93.667,25.852
18/12/2019,3.494,0,9.371,10.629,96.917,21.467
19/12/2019,2.403,0.4,6.95,8.125,99.958,23.754
20/12/2019,2.28,25.2,7.65,9.158,86.667,34.53
21/12/2019,16.643,51,8.429,9.9,77.125,15.499
22/12/2019,13.016,51.4,6.683,7.725,85.625,43.081
23/12/2019,4.365,0,7.533,8.954,60.75,2.78
24/12/2019,3.547,0,7.938,9.5,66.917,0.766
25/12/2019,2.994,0,10.167,10.825,74.667,1.149
26/12/2019,2.872,0,7.45,8.2,83.292,1.362
27/12/2019,2.157,0,6.088,6.358,86.5,0.362
28/12/2019,1.883,0.4,1.433,3.138,87.875,28.667
29/12/2019,1.379,0,-0.754,0.704,94.75,0.437
30/12/2019,1.813,0,-1.329,0.071,94.958,0.64
31/12/2019,1.757,0,6.342,6.479,78.375,1.346
1/1/2020,1.511,0,8.642,8.521,82.417,1.319
2/1/2020,1.454,0,7.875,7.563,85.833,0.652
3/1/2020,1.378,0,7.067,7.579,88.583,0.531
4/1/2020,1.19,0,7.263,8.283,89.708,0.852
5/1/2020,1.041,0,5.946,7.175,84.125,0.084
6/1/2020,0.982,0.2,2.225,3.071,88.417,0.569
7/1/2020,0.953,0,3.867,3.571,81.208,7.044
8/1/2020,0.953,0,4.442,4.938,82.75,39.722
9/1/2020,0.882,0,7.854,9.042,80.375,3.571
10/1/2020,0.873,0,5.263,7.333,87.708,8.349
11/1/2020,0.748,0,4.175,5.542,89.875,6.445
12/1/2020,1.7,0,3.363,4.783,88.583,101.028
13/01/2020,0.597,0.2,3.492,4.363,88.083,97.015
14/01/2020,0.739,0.2,3.796,6.05,85.958,22.937
15/01/2020,0.615,0,5.329,7.633,89.208,41.946
16/01/2020,1.036,0,5.008,6.229,91.417,31.087
17/01/2020,0.569,0.2,5.342,7.188,87.375,34.868
18/01/2020,0.821,13.2,3.338,4.504,96.75,16.192
19/01/2020,0.705,3.4,1.067,2.754,97.208,16.832
20/01/2020,0.492,0.2,0.025,1.867,91.792,11.334
21/01/2020,0.494,0,-0.329,1.113,93.25,7.537
22/01/2020,0.598,0.4,6.342,5.567,87.833,9.805
23/01/2020,0.439,0.2,6.158,6.35,90.625,10.892
24/01/2020,0.628,0.2,5.888,4.713,94.125,12.356
25/01/2020,0.788,16.8,3.467,3.45,100,20.624
26/01/2020,1.231,4,4.696,4.142,100,11.97
27/01/2020,1.15,5,5.038,6.917,88.542,15.508
28/01/2020,1.866,9.2,5.963,8.225,65.792,35.926
29/01/2020,4.15,1,5.467,7.821,68,49.425
30/01/2020,9.633,0,6.508,8.354,75.833,17.216
31/01/2020,2.004,2.4,7.942,10.25,87.792,21.398
1/2/2020,1.911,6.4,7.825,10.271,89.5,2.926
2/2/2020,3.263,0.6,9.192,11.592,74.167,12.035
3/2/2020,2.86,0,11.546,12.817,74.875,31.623
4/2/2020,2.563,0.8,7.738,10.046,49.792,26.029
5/2/2020,1.526,0,2.642,4.679,43.75,12.009
6/2/2020,8.496,0,1.929,3.9,62.458,28.061
7/2/2020,1.257,0,5.938,7.325,58,19.049
8/2/2020,0.966,0,4.429,5.633,74.167,6.002
9/2/2020,1.002,0,5.746,7.346,76.043,20.187
10/2/2020,3.473,3.6,7.246,9.642,68.792,56.916
11/2/2020,1.549,0.2,8.092,10.471,64.75,6.522
12/2/2020,1.201,0,7.763,9.525,68.958,28.896
13/02/2020,0.995,0,6.425,8.646,67.375,30.408
14/02/2020,2.529,14.2,7.15,8.363,76,10.859
15/02/2020,1.682,0,8.588,9.463,74.792,5.008
16/02/2020,1.355,0.2,9.308,10.854,76.542,17.613
17/02/2020,1.297,0,7.158,9.792,81.125,17.734
18/02/2020,1.08,0.6,7.163,8.658,91.042,38.158
19/02/2020,1.065,0.2,5.938,7.825,87.542,38.872
20/02/2020,0.997,0,5.475,6.879,76.542,34.958
21/02/2020,0.875,0,7.146,8.871,73.458,39.421
22/02/2020,0.922,0,7.408,8.258,82.917,49.563
23/02/2020,0.705,0,10.358,12.138,69.542,69.861
24/02/2020,0.908,0,12.933,12.833,72.542,87.522
25/02/2020,0.62,0,8.45,10.946,69.083,56.593
26/02/2020,1.12,13.4,3.733,5.925,71.292,34.879
27/02/2020,1.349,21.4,2.075,3.975,70.375,67.915
28/02/2020,5.368,4.8,4.979,6.658,60.917,75.626
29/02/2020,2.825,0,5.808,7.742,61.667,36.909
1/3/2020,6.093,44.8,6.258,8.088,82.167,108.892
2/3/2020,27.88,76.8,6.167,7.971,72.833,59
11/4/2020,1.502,0,16.033,17.492,57.458,47.772
12/4/2020,1.463,0,16.008,17.454,50.583,42.688
13/04/2020,1.271,2.4,12.854,14.925,52.917,64.105
14/04/2020,1.156,2.4,8.496,9.721,68.696,107.259
15/04/2020,0.957,0,5.017,7.154,72.5,25.051
16/04/2020,1.05,0,12.108,12.529,64.375,37.141
17/04/2020,0.94,0,14.75,15.875,64.25,63.232
18/04/2020,0.878,0,16.054,17.354,77.75,67.7
19/04/2020,0.898,0,16.475,17.208,79.292,105.78
20/04/2020,1.243,39.4,9.813,10.883,99.833,38.081
21/04/2020,8.169,19,6.083,7.125,99.522,20.292
22/04/2020,7.222,3.2,7.325,8.843,83.316,42.774
23/04/2020,4.298,0.2,9.613,11.629,69.842,19.101
24/04/2020,2.515,0.2,13.575,14.686,63.45,24.686
25/04/2020,1.878,0,12.675,15.742,57.875,15.177
26/04/2020,1.603,0,14.283,16.013,64.583,12.255
27/04/2020,1.432,0,14.171,16.567,71.25,18.637
28/04/2020,1.515,29,10.121,11.959,93.429,10.948
29/04/2020,4.713,9,10.022,12.795,66.4,44.839
30/04/2020,2.978,0,11.458,15.318,60.063,15.012
1/5/2020,1.596,7,10.613,13.71,62,23.63
2/5/2020,1.71,1.6,13.929,16.172,59.538,48.374
3/5/2020,1.643,0.4,12.121,13.374,73.9,33.577
4/5/2020,1.505,0,14.371,16.122,66.3,85.682
5/5/2020,1.13,0,14.188,16.642,67.87,39.108
6/5/2020,1.121,1,11.529,12.846,88.75,61.316
7/5/2020,1.196,0.2,12.646,14.484,70.647,10.935
8/5/2020,0.842,0,17.425,18.31,70.895,31.031
9/5/2020,0.723,0,17.025,18.567,62.708,49.402
10/5/2020,0.756,0,16.779,18.974,60.111,30.36
11/5/2020,0.827,19.8,12.825,15.254,70.375,23.874
12/5/2020,1.569,13.4,12.208,16.261,74.133,12.983
3/3/2020,23.117,14.4,3.708,5.438,73.542,34.626
4/3/2020,7.746,1.8,2.421,3.346,97.542,56.194
5/3/2020,5.455,9.4,4.117,5.233,82.125,16.58
6/3/2020,12.29,10,5.225,7.108,70.792,10.476
7/3/2020,7.805,7.2,2.213,3.458,98.208,26.78
8/3/2020,5.719,0,3.713,4.913,84.75,5.15
9/3/2020,3.761,0.2,5.425,6.721,81.208,105.954
10/3/2020,2.88,0,6.333,7.35,74.792,8.314
11/3/2020,2.289,0,12.071,12.983,66.417,5.735
12/3/2020,2.378,0,9.788,11.496,82,12.693
13/03/2020,2.272,0,9.521,11.688,81.875,66.187
14/03/2020,2.185,2,6.154,7.1,91.375,58.539
15/03/2020,2.409,0,3.704,5.454,76.25,19.356
16/03/2020,1.726,0,5.358,6.554,77.083,9.006
17/03/2020,1.484,0.2,8.296,9.283,78.042,12.614
18/03/2020,1.443,0.2,8.779,10.067,79.261,11.294
19/03/2020,1.188,0.2,11.258,12.508,76.167,11.884
20/03/2020,1.21,0,12.558,13.5,73.792,44.305
21/03/2020,1.18,0.2,10.154,11.663,77.708,89.404
22/03/2020,1.133,1.2,4.992,6.171,88.167,41.687
23/03/2020,1.023,0,-1.608,0.138,60,82.62
24/03/2020,0.768,0,-2.5,-0.875,79.417,76.78
25/03/2020,1.138,0,-2.538,-1.125,93.125,116.014
26/03/2020,1.196,0,-1.575,-0.513,99.5,78.215
27/03/2020,1.167,0.2,1.079,2.217,100,29.39
28/03/2020,2.238,38.4,5.979,7.045,81.55,17.093
29/03/2020,5.89,5.6,9.567,10.967,73.05,23.477
30/03/2020,7.756,5,7.654,9.371,85.417,11.511
31/03/2020,6.135,7,-0.042,1.45,85.5,0.095
1/4/2020,2.595,0,-0.422,1.546,70.652,4.596
2/4/2020,2.567,0,3.296,4.686,66.5,11.968
3/4/2020,1.968,0.2,5.842,7.365,70,24.195
4/4/2020,1.773,0,6.696,8.729,69.458,1.237
5/4/2020,1.878,0,7.063,9.461,68.652,3.843
6/4/2020,1.968,0,9.352,11.433,65.15,39.281
7/4/2020,2.085,0,10.45,11.604,61.435,86.838
8/4/2020,1.846,0,10.875,12.995,47.111,8.221
9/4/2020,1.668,0,12.083,13.079,50.87,19.262
10/4/2020,1.521,0,14.204,15.263,57,22.545
13/05/2020,1.346,0,15.446,17.15,80.316,61.38
14/05/2020,1.034,0,15.167,16.818,85.615,50.693
15/05/2020,1.286,5.2,12.379,15.108,71.417,29.77
16/05/2020,1.133,0.6,13.296,14.363,89.417,18.988
17/05/2020,1.206,2.6,13.688,14.361,92.188,19.59
18/05/2020,1.011,8.2,14.579,16.088,90.542,82.094
19/05/2020,0.997,7,13.317,15.058,90.625,38.633
20/05/2020,10.03,31.2,11.383,13.025,95.478,28.039
21/05/2020,5.503,0,13.8,15.128,79.722,9.313
22/05/2020,2.559,0.2,17.192,18.995,68.263,43.875
23/05/2020,1.767,0,17.804,20.59,63.588,8.705
24/05/2020,1.475,0.6,14.9,16.686,68.929,98.585
25/05/2020,1.441,0.2,15.696,18.211,60.263,31.345
26/05/2020,1.078,0,13.967,13.947,75.118,56.656
27/05/2020,1.033,0.2,12.1,13.917,63.304,31.674
28/05/2020,1.055,0,14.817,16.004,65.708,65.031
29/05/2020,1.922,28.4,7.738,9.408,92.583,19.896
30/05/2020,1.32,0.2,10.725,12.543,79.2,39.415
31/05/2020,1.071,0.4,12.017,14.638,71.846,48.662
1/6/2020,0.938,0,13.588,13.913,83.8,90.158
2/6/2020,0.692,0.2,16.479,19.791,48.2,29.12
3/6/2020,0.657,0.2,16.471,,,33.862
4/6/2020,0.723,0.8,13.492,15.22,59,53.698
5/6/2020,5.287,0,13.829,17.35,68,21.997
6/6/2020,1.828,0,16.313,18.95,58.091,24.015
7/6/2020,1.002,0,15.558,18.13,67.958,37.029
8/6/2020,1.067,17.6,14.275,16.457,77.5,18.511
9/6/2020,0.981,1,13.671,15.417,79.958,44.827
10/6/2020,0.897,8.4,11.788,13.863,80.958,70.406
11/6/2020,1.294,6.4,12.258,14.938,79.375,27.619
12/6/2020,0.829,0.2,15.763,18.125,74.042,24.032
13/06/2020,0.759,4.2,16.329,18.188,76,35.213
14/06/2020,0.73,8.4,13.792,15.8,82.083,60.966
15/06/2020,0.603,5.2,14.875,15.983,91.292,19.153
16/06/2020,0.843,2.4,14.613,15.846,89.875,5.283
17/06/2020,1.416,0.2,15.358,17.692,73.833,4.296
18/06/2020,0.79,0,15.408,17.529,61.417,5.722
19/06/2020,0.542,0,15.9,18.433,58.833,2.454
20/06/2020,0.407,0,16.863,18.663,68.333,3.797
21/06/2020,0.921,7.2,18.046,19.729,74.458,6.306
22/06/2020,0.816,0.2,20.167,21.479,64.208,9.061
23/06/2020,0.463,0,21.367,22.508,63.875,2.3
24/06/2020,0.538,0,21.775,23.488,64.333,1.329
25/06/2020,0.463,0,20.942,23.488,64.75,10.051
26/06/2020,0.415,0,21.292,22.978,64.708,8.757
27/06/2020,0.947,0,22.058,23.975,60.458,14.539
28/06/2020,0.863,0,23.271,25.267,66.083,13.385
29/06/2020,0.395,0,21.279,23.858,60.958,47.182
30/06/2020,0.376,0,21.571,24.708,54.647,16.214
1/7/2020,0.228,0,22.521,25.458,53,45.347
2/7/2020,0.393,0,22.858,25.304,71.167,49.063
